sRNA	Index	Target	Energy	P-value	Probability	sRNA start	sRNA stop	Target start	Target stop	Annotation	Interaction
sRNA160	207	Gene654	-8.61	0.1071045428917925	0.0991185815768345	8	27	-115	-83	DUF1398 family protein	((&))
sRNA9	208	Gene2181	-11.05	0.363962259603579	0.066270437045307	11	46	-17	8	DUF3427 domain-containing protein	((&))
sRNA242	209	Gene1767	-6.61	0.4505447080229163	0.0619542033071277	35	45	-72	-49	bacillithiol disulfide reductase YpdA	((&))
sRNA40	210	Gene1885	-5.69	0.687414725093199	0.0571309182727925	25	36	-163	-111	tetracycline efflux MFS transporter Tet(38)	((&))
sRNA6	211	Gene2103	-13.42	0.2629389291014408	0.0817284349902515	37	45	-149	-100	D-ribose pyranase	(((&)))
sRNA9	212	Gene23	-22.11	0.0048514020544528	0.1589326403100688	1	26	-137	-95	glycerol-3-phosphate 1-O-acyltransferase PlsY	(((((&)))))
sRNA3	213	Gene1723	-15.45	0.0616595952785362	0.1237706266698434	36	72	-33	23	glyoxalase/bleomycin resistance/extradiol dioxygenase family protein	(((&)))
sRNA19	214	Gene973	-8.02	0.7662087497708007	0.0591807824902552	3	33	-20	26	SarA family transcriptional regulator	((&))
sRNA9	215	Gene1801	-6.8	0.155099460786154	0.0934484566838245	22	48	-22	10	phosphate acyltransferase PlsX	((&))
sRNA211	216	Gene767	-9.05	0.3020748466582921	0.0891354902614663	38	75	-6	28	50S ribosomal protein L2	((&))
sRNA158	217	Gene1113	-10.24	0.0328483970576986	0.1327955675861912	38	64	43	76	malic enzyme-like NAD(P)-binding protein	((&))
sRNA32	218	Gene2250	-6.23	0.2827706874362529	0.1138202124102819	39	48	-110	-88	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	((&))
sRNA225	219	Gene840	-8.93	0.8174875005386419	0.0598055177932091	8	20	-99	-61	IreB family regulatory phosphoprotein	((&))
sRNA221	220	Gene1240	-20.16	0.0177897208228839	0.1889047618585385	34	60	-75	-55	deoxyribodipyrimidine photo-lyase	(((((&)))))
sRNA223	221	Gene746	-6.99	0.6095265826019877	0.1697394333506394	8	22	6	33	stage 0 sporulation family protein	((&))
sRNA9	222	Gene2534	-11.11	0.2389373220184831	0.0944378945589781	2	20	-135	-100	BppU family phage baseplate upper protein	((&))
sRNA267	223	Gene1692	-7.69	0.8824817319302003	0.0517989151871138	14	26	-152	-115	glycerol kinase GlpK	((&))
sRNA9	224	Gene903	-7.15	0.7254698521938545	0.0576452224347605	30	69	-105	-51	proline--tRNA ligase	((&))
sRNA236	225	Gene1830	-11.97	0.5601962892416159	0.0717966232784102	36	68	36	68	redox-regulated ATPase YchF	((&))
sRNA229	226	Gene163	-6.72	0.5658817704756605	0.0721642934448754	9	34	-136	-96	ATP-dependent Clp protease ATP-binding subunit	((&))
sRNA272	227	Gene432	-10.8	0.2618344099071251	0.0916313408832875	16	52	-103	-79	glycerol-3-phosphate dehydrogenase/oxidase	((&))
sRNA232	228	Gene2104	-7.82	0.4342236139394302	0.0862556768165281	28	55	-173	-134	ROK family protein	((&))
sRNA29	229	Gene601	-5.67	0.7368614600371298	0.1642853071582794	13	34	-131	-100	site-specific integrase	((&))
sRNA69	230	Gene1683	-9.09	0.3905090651127939	0.0722569027808075	19	46	-91	-70	peptide chain release factor 1	((&))
sRNA16	231	Gene1763	-7.54	0.1202250821743078	0.0998805508460353	26	53	60	81	arginase	((&))
sRNA161	232	Gene95	-11.04	0.2247998314350636	0.0888273757046105	36	67	53	94	HD domain-containing protein	((&))
sRNA9	233	Gene2745	-7.45	0.0126784459564031	0.1479121514788011	10	28	-159	-111	aminoglycoside nucleotidyltransferase ANT(9)	((&))
sRNA130	234	Gene1148	-18.47	0.1603114759983264	0.1056149134755806	18	27	31	88	fructose-1,6-bisphosphatase	((((&))))
sRNA17	235	Gene1796	-6.75	0.4363337616889271	0.0649329134283949	13	30	-65	-25	tyrosine--tRNA ligase	((&))
sRNA16	236	Gene2731	-10.21	0.0253382073550839	0.1300207575173408	34	56	-178	-156	IS6-like element IS257 family transposase	((&))
sRNA9	237	Gene976	-7.06	0.6526451206570401	0.2032813934460158	12	38	-139	-94	arginase	((&))
sRNA101	238	Gene1436	-6.01	0.4572065721425776	0.0762295027431089	34	56	-94	-59	30S ribosomal protein S12	((&))
sRNA326	239	Gene2180	-9.1	0.6760689976509884	0.0583939843266897	33	51	-83	-25	YxeA family protein	((&))
sRNA140	240	Gene914	-8.0	0.074867392199829	0.1120047472664864	14	46	-167	-114	N-acetylmuramoyl-L-alanine amidase	((&))
sRNA9	241	Gene701	-9.64	0.598656849285865	0.0947937181172488	7	36	-46	6	sodium:solute symporter	((&))
sRNA19	242	Gene97	-8.81	0.1858447918178654	0.0971850412156323	26	34	55	77	chaperonin GroEL	((&))
sRNA9	243	Gene610	-10.51	0.290658055279879	0.0901157367568921	1	10	-166	-140	serine O-acetyltransferase	((&))
sRNA61	244	Gene1670	-8.09	0.4375434505839	0.075581087891953	31	59	-5	43	methyltransferase domain-containing protein	((&))
sRNA80	245	Gene1937	-7.08	0.7479851463375059	0.0610746773414375	30	68	73	96	molybdate ABC transporter substrate-binding protein	((&))
sRNA267	246	Gene251	-6.77	0.6115919238912826	0.0677573064357732	12	22	-97	-60	peptide resistance ABC transporter ATP-binding subunit VraD	((&))
sRNA9	247	Gene2119	-15.33	0.3693925729336804	0.0751887398320335	34	62	-83	-51	two-component system sensor histidine kinase SrrB	(((&)))
sRNA80	248	Gene970	-12.28	0.604199545640131	0.0676515302028074	18	47	-194	-135	nitrate respiration regulation response regulator NreC	(((&)))
sRNA16	249	Gene1676	-6.91	0.3303354046941132	0.0782974217695325	19	45	-80	-21	MSCRAMM family adhesin clumping factor ClfA	((&))
sRNA90	250	Gene1136	-10.55	0.3124554701258748	0.0860376322110877	5	42	-13	26	PhoH family protein	((&))
sRNA16	251	Gene748	-6.56	0.1773688751253217	0.0919353570170228	17	52	63	83	2-oxoacid:ferredoxin oxidoreductase subunit beta	((&))
sRNA206	252	Gene442	-8.87	0.5402757877485724	0.0652309604459899	26	49	-127	-70	cold-shock protein	((&))
sRNA83	253	Gene795	-8.0	0.0824093063906608	0.1023197677270446	38	73	-173	-122	sulfurtransferase TusA family protein	((&))
sRNA210	254	Gene2108	-9.03	0.7611015583900929	0.0554868220853663	6	27	-177	-134	urease accessory protein UreE	((&))
sRNA150	255	Gene62	-8.45	0.5111635969857786	0.0775109540857382	5	20	-8	26	TVP38/TMEM64 family protein	((&))
sRNA3	256	Gene1351	-7.66	0.4835089646998775	0.0702954827788923	13	24	77	129	rhodanese-related sulfurtransferase	((&))
sRNA210	257	Gene743	-9.32	0.5481486714508281	0.0654702005757579	38	51	-143	-113	DNA-dependent RNA polymerase subunit epsilon	((&))
sRNA9	258	Gene1374	-5.63	0.6950270419807076	0.081006268139969	24	50	23	82	DUF2294 domain-containing protein	((&))
sRNA267	259	Gene2365	-9.54	0.085019013062389	0.1119591328856466	4	37	-47	-20	ComF family protein	((&))
sRNA210	260	Gene324	-7.64	0.6246333047477772	0.061895441475565	38	51	-42	-6	leucine--tRNA ligase	((&))
sRNA80	261	Gene926	-9.56	0.6901457446078326	0.0637541503895484	36	57	76	104	tRNA adenosine(34) deaminase TadA	((&))
sRNA40	262	Gene2672	-8.13	0.2607092271619642	0.082159367266535	9	29	-112	-86	sugar phosphate isomerase/epimerase	((&))
sRNA96	263	Gene2061	-8.8	0.8742798443599591	0.1080300439582459	7	45	-166	-125	o-succinylbenzoate synthase	((&))
sRNA79	264	Gene2344	-6.81	0.3935217954113075	0.0822338590308475	35	60	-4	45	glycerophosphodiester phosphodiesterase	((&))
sRNA234	265	Gene1990	-7.07	0.3272755955200919	0.0807325388304503	32	61	41	85	ferrous iron transport protein B	((&))
sRNA30	266	Gene1565	-6.19	0.7716654491664988	0.0570224045664345	18	31	-112	-66	carbon-nitrogen family hydrolase	((&))
sRNA77	267	Gene778	-11.56	0.3434205961208341	0.0904202801208783	19	35	-133	-82	Lmo0850 family protein	((&))
sRNA272	268	Gene2265	-9.3	0.2897958807062135	0.089467225278824	17	54	-17	37	CsbA family protein	((&))
sRNA1	269	Gene1126	-14.95	0.6461415177136762	0.0542542508021058	32	65	25	62	MIP/aquaporin family protein	(((&)))
sRNA41	270	Gene833	-19.14	0.0312342924036663	0.1599938044189118	32	40	-168	-116	SAS049 family protein	((((&))))
sRNA38	271	Gene1879	-8.0	0.7387521327562414	0.0613716337327821	33	44	-161	-141	ATP-dependent helicase	((&))
sRNA117	272	Gene1225	-12.13	0.2608051160205411	0.0903805252705652	7	23	-51	-24	arginine-ornithine antiporter	(((&)))
sRNA50	273	Gene1901	-6.16	0.615310033781928	0.0681623468748766	33	50	22	59	DUF1514 family protein	((&))
sRNA50	274	Gene156	-8.5	0.1954719338324626	0.0976627016797891	3	21	77	122	allophanate hydrolase subunit 1	((&))
sRNA151	275	Gene191	-9.27	0.0675736278219404	0.1934938107719471	10	46	11	67	acetyl-CoA C-acetyltransferase	((&))
sRNA103	276	Gene895	-6.19	0.0735220162486345	0.274818082125769	39	76	-24	17	purine-nucleoside phosphorylase	((&))
sRNA157	277	Gene685	-8.08	0.3058371233359533	0.1272135915568509	7	34	28	80	translation initiation factor IF-3	((&))
sRNA9	278	Gene1569	-6.25	0.4387678897818239	0.0705055050991054	26	65	65	118	YmfK family protein	((&))
sRNA28	279	Gene1292	-7.85	0.6157783209452696	0.234118064380698	20	55	-100	-48	trigger factor	((&))
sRNA36	280	Gene486	-10.75	0.3407981978735849	0.1181360392023331	27	56	-71	-45	citrate synthase	((&))
sRNA119	281	Gene456	-10.14	0.5683009306265112	0.160716246512778	14	32	46	93	deoxyribodipyrimidine photo-lyase	((&))
sRNA199	282	Gene1653	-10.61	0.7578089366661658	0.0574158355728309	27	62	-153	-102	phosphonate ABC transporter ATP-binding protein	((&))
sRNA9	283	Gene2164	-11.05	0.0230752694069567	0.1368445745899842	2	21	-126	-77	accessory Sec system protein Asp2	((&))
sRNA242	284	Gene321	-12.58	0.4352577758368532	0.0627148236413765	24	59	-179	-139	phenylalanine--tRNA ligase subunit alpha	(((&)))
sRNA275	285	Gene2156	-8.4	0.5101502745002174	0.2562224581547146	30	48	-33	11	Cna B-type domain-containing protein	((&))
sRNA209	286	Gene474	-9.33	0.2299108242876326	0.0971588448675705	11	40	-14	12	FemA/FemB family glycyltransferase FmhC	((&))
sRNA221	287	Gene1700	-9.57	0.1539630757565111	0.1272293903293443	32	71	-16	33	DNA polymerase/3'-5' exonuclease PolX	((&))
sRNA38	288	Gene13	-9.67	0.076375208918985	0.1154691286106525	29	50	-155	-120	teichoic acid ribitol-phosphate polymerase TarL	((&))
sRNA200	289	Gene1974	-7.62	0.3137657133732974	0.3441054071944933	13	52	-70	-50	CamS family sex pheromone protein	((&))
sRNA174	290	Gene2526	-8.01	0.8290224568298321	0.0531203034246518	24	39	36	88	major tail protein	((&))
sRNA209	291	Gene326	-10.87	0.1178239144966224	0.1091868492939379	35	56	51	93	nucleoside transporter C-terminal domain-containing protein	((&))
sRNA233	292	Gene1090	-9.4	0.7666761512223581	0.0620758623696617	27	54	71	96	YuzB family protein	((&))
sRNA6	293	Gene1489	-6.47	0.4534636968889353	0.0700984787655155	33	72	-102	-66	S1 domain-containing RNA-binding protein	((&))
sRNA13	294	Gene906	-6.11	0.2756776271946167	0.0821796372032308	7	38	67	107	RNA polymerase sigma factor	((&))
sRNA80	295	Gene1049	-14.16	0.1206433312158195	0.1008476371913436	32	54	-157	-125	sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC	(((&)))
sRNA227	296	Gene2088	-8.78	0.4682155747251505	0.2911989413810256	3	39	-188	-166	threonine synthase	((&))
sRNA118	297	Gene2116	-8.59	0.1333718302683409	0.0960993219738458	34	62	-123	-88	ribosomal-processing cysteine protease Prp	((&))
sRNA187	298	Gene286	-13.64	0.7515861283943979	0.0591475288974295	1	31	-199	-166	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	(((&)))
sRNA50	299	Gene1113	-12.27	0.2291707065698444	0.0984949414840987	6	17	-74	-24	malic enzyme-like NAD(P)-binding protein	(((&)))
sRNA9	300	Gene166	-8.72	0.0431913285520482	0.1801960012133585	5	35	-15	23	AbrB family transcriptional regulator	((&))
sRNA240	301	Gene153	-6.95	0.4074105207367464	0.078389369887216	39	52	-44	-3	hexose-6-phosphate:phosphate antiporter	((&))
sRNA97	302	Gene410	-9.79	0.916349908441968	0.0796202478386637	34	60	-71	-38	N-acetylglucosaminidase	((&))
sRNA207	303	Gene2737	-7.63	0.037501785567126	0.1297921989386129	12	25	72	123	RibD family protein	((&))
sRNA152	304	Gene176	-6.8	0.6587264493549425	0.3094734161583098	13	26	44	94	trehalose operon repressor	((&))
sRNA19	305	Gene622	-7.07	0.6678650562320314	0.0645124081747782	1	17	-77	-20	ribosome maturation factor RimM	((&))
sRNA218	306	Gene654	-11.77	0.1193000292923154	0.116573873114031	31	67	1	31	DUF1398 family protein	((&))
sRNA89	307	Gene1348	-7.61	0.2736780967160889	0.1171136495564814	11	39	-133	-95	DUF4889 domain-containing protein	((&))
sRNA238	308	Gene1035	-10.22	0.7918098005175451	0.0530946110940934	8	43	-122	-68	CAP domain-containing protein	((&))
sRNA180	309	Gene160	-11.61	0.067057352100452	0.3515802886995358	16	30	-140	-117	aldose epimerase family protein	((&))
sRNA190	310	Gene436	-11.27	0.5787149962894726	0.0707428187837825	14	27	-59	-38	YjiH family protein	((&))
sRNA213	311	Gene1111	-11.71	0.8513982066541572	0.069487920699786	6	18	10	61	tRNA1(Val) (adenine(37)-N6)-methyltransferase	((&))
sRNA59	312	Gene1971	-6.48	0.5148604783930599	0.0612003851719495	36	66	-14	14	biotin transporter BioY	((&))
sRNA17	313	Gene2558	-6.29	0.4714703538789183	0.0629893208009476	35	46	33	87	IS21 family transposase	((&))
sRNA242	314	Gene360	-14.47	0.302606458649689	0.0702931499309668	23	44	-12	18	transcription antiterminator	(((&)))
sRNA139	315	Gene2147	-8.29	0.1944506440940148	0.151168412021583	16	31	50	73	D-alanyl-lipoteichoic acid biosynthesis protein DltD	((&))
sRNA32	316	Gene1327	-6.05	0.3037978719363071	0.111201282047113	24	47	-107	-69	phospho-N-acetylmuramoyl-pentapeptide-transferase	((&))
sRNA276	317	Gene2229	-8.51	0.0277723064069906	0.1201279685957018	14	38	71	116	2,3-diaminopropionate biosynthesis protein SbnA	((&))
sRNA18	318	Gene1803	-8.03	0.1835961066945001	0.095788319780953	17	52	71	104	phosphate ABC transporter permease PstA	((&))
sRNA90	319	Gene2449	-6.94	0.6733967101895554	0.0646599647517323	15	38	40	63	tandem-type lipoprotein Lpl7	((&))
sRNA38	320	Gene1696	-7.67	0.626967277764457	0.0674040709310731	26	54	-83	-47	biotin/lipoate A/B protein ligase family protein	((&))
sRNA224	321	Gene601	-9.54	0.0619866221134397	0.1193488433152911	32	40	32	66	site-specific integrase	((&))
sRNA50	322	Gene360	-8.35	0.3144274363824976	0.0863026798897523	7	18	34	75	transcription antiterminator	((&))
sRNA86	323	Gene442	-8.44	0.391354006587828	0.102131840518816	16	27	78	106	cold-shock protein	((&))
sRNA214	324	Gene1812	-11.82	0.117326463769295	0.113900018028028	38	59	26	58	bifunctional threonine ammonia-lyase/L-serine ammonia-lyase TdcB	((&))
sRNA50	325	Gene2035	-7.44	0.4412214338181828	0.0796704101895963	22	58	57	98	threonine/serine exporter family protein	((&))
sRNA139	326	Gene1069	-9.83	0.8062457309876953	0.0742336143832073	33	52	-22	14	exonuclease SbcCD subunit D	((&))
sRNA9	327	Gene30	-7.71	0.0065489162529445	0.1600885737864174	33	71	-35	-12	GTPase ObgE	((&))
sRNA36	328	Gene890	-7.89	0.0483571732539243	0.1903365149644495	32	45	-26	0	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	((&))
sRNA2	329	Gene1160	-7.27	0.5564195005589656	0.0697134515429093	13	42	-129	-80	phosphotransferase family protein	((&))
sRNA32	330	Gene82	-6.43	0.8047017424577053	0.0657801912038086	33	59	69	124	triose-phosphate isomerase	((&))
sRNA152	331	Gene2466	-11.36	0.1146745945799379	0.674332553630183	3	28	-1	40	DUF5083 family protein	((&))
sRNA113	332	Gene2585	-10.06	0.3825975295848842	0.0834406849503012	35	63	-66	-27	IS200/IS605 family transposase	((&))
sRNA190	333	Gene702	-10.95	0.3836581684982278	0.0823647806393747	15	27	-80	-49	Fe-S cluster assembly protein SufD	((&))
sRNA134	334	Gene895	-7.38	0.2579360693994825	0.0905652231253215	22	37	-135	-81	purine-nucleoside phosphorylase	((&))
sRNA72	335	Gene2450	-8.27	0.7209982948749967	0.0823848653546538	13	46	-27	16	alkyl hydroperoxide reductase subunit C	((&))
sRNA50	336	Gene2167	-8.52	0.4544501963256048	0.0780269917557691	30	43	70	109	uroporphyrinogen-III C-methyltransferase	((&))
sRNA214	337	Gene1114	-20.04	0.5070733055228558	0.0782737239917187	11	37	-50	1	nucleoside transporter C-terminal domain-containing protein	(((((&)))))
sRNA159	338	Gene1180	-6.91	0.0045825321895328	0.1627101257086388	12	29	-136	-80	heavy metal translocating P-type ATPase	((&))
sRNA205	339	Gene2167	-12.79	0.5528055340478829	0.0742812613038302	2	10	-61	-41	uroporphyrinogen-III C-methyltransferase	(((&)))
sRNA126	340	Gene419	-8.7	0.096796556038915	0.1010428712401085	3	39	-27	24	DUF4887 domain-containing protein	((&))
sRNA13	341	Gene112	-10.64	0.4253631221591243	0.0685505242514927	26	38	14	49	MBL fold metallo-hydrolase	((&))
sRNA106	342	Gene129	-10.26	0.4377802396407877	0.2904711905182368	24	35	24	46	cytochrome aa3 quinol oxidase subunit II	((&))
sRNA164	343	Gene2695	-10.14	0.1817975096209996	0.1107175979074145	39	51	-81	-39	F0F1 ATP synthase subunit C	((&))
sRNA112	344	Gene1323	-9.72	0.2988931114585446	0.0920801404989593	29	49	-104	-46	NADH dehydrogenase subunit 5	((&))
sRNA198	345	Gene1140	-10.37	0.7400745528617221	0.0617148842734156	16	44	-97	-55	Na+/H+ antiporter NhaC	((&))
sRNA97	346	Gene1235	-6.66	0.6770528486881919	0.2004387323168527	21	39	-91	-47	cell division protein FtsA	((&))
sRNA50	347	Gene787	-8.28	0.151438073651938	0.1023267803373282	33	64	-161	-103	DUF72 domain-containing protein	((&))
sRNA6	348	Gene1763	-9.91	0.1275344524919121	0.0957767802826903	12	43	-106	-48	arginase	((&))
sRNA211	349	Gene327	-13.52	0.3469467546753012	0.0860839620230612	14	47	8	50	aminoacyl-tRNA hydrolase	(((&)))
sRNA9	350	Gene2593	-6.96	0.8013346068673772	0.0512436287995557	4	13	-8	43	SAUGI family uracil-DNA glycosylase inhibitor	((&))
sRNA204	351	Gene1903	-8.86	0.6926979327890133	0.0713537769951071	31	48	-34	23	NADPH-dependent FMN reductase	((&))
sRNA199	352	Gene436	-11.19	0.6812752459605549	0.0612477677711006	32	62	-115	-68	YjiH family protein	((&))
sRNA17	353	Gene1803	-7.26	0.1530295541949646	0.0884809240135108	27	39	35	61	phosphate ABC transporter permease PstA	((&))
sRNA208	354	Gene2280	-9.42	0.32162205776243	0.0881586302699421	17	27	-42	-6	RidA family protein	((&))
sRNA152	355	Gene1669	-12.14	0.2223789708307566	0.5748168439834277	2	23	-189	-134	NAD-dependent epimerase/dehydratase family protein	(((&)))
sRNA204	356	Gene49	-9.81	0.2342512962145249	0.1085108195781993	3	18	-155	-108	cell division protein FtsW	((&))
sRNA31	357	Gene1832	-6.79	0.6701008099880469	0.0830921797324707	7	40	78	130	GTP-sensing pleiotropic transcriptional regulator CodY	((&))
sRNA209	358	Gene528	-11.86	0.2064680044243483	0.0992548662499212	10	40	24	58	DEAD/DEAH box helicase	((&))
sRNA37	359	Gene173	-5.69	0.9138711105882912	0.0514932086607439	38	67	-155	-120	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD	((&))
sRNA109	360	Gene881	-10.51	0.5317561620967461	0.0749424862672392	21	54	-81	-35	NAD-dependent epimerase/dehydratase family protein	((&))
sRNA242	361	Gene419	-8.51	0.1720052472151839	0.0811951146948913	17	47	54	102	DUF4887 domain-containing protein	((&))
sRNA47	362	Gene678	-15.66	0.1254152465719649	0.2577950867526938	19	52	-109	-85	2-oxoacid:acceptor oxidoreductase subunit alpha	(((&)))
sRNA97	363	Gene413	-6.54	0.8367450826438001	0.1296836990641116	25	50	-23	25	staphylopine-dependent metal ABC transporter substrate-binding protein CntA	((&))
sRNA6	364	Gene1941	-10.51	0.5900435821982396	0.0636491989184675	12	47	-143	-122	fructose bisphosphate aldolase	((&))
sRNA220	365	Gene286	-10.41	0.711877485136134	0.0671158107605852	28	43	-21	19	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	((&))
sRNA232	366	Gene215	-14.73	0.1604086047075892	0.1117095718564785	22	49	-48	2	Na+/H+ antiporter Mnh2 subunit F	(((&)))
sRNA128	367	Gene1003	-6.06	0.3965825024263649	0.0733507017022499	24	56	-59	-34	HPr(Ser) kinase/phosphatase	((&))
sRNA240	368	Gene1552	-10.37	0.3110798375837511	0.0845991572331915	13	41	-54	-4	staphylococcal protein A	((&))
sRNA150	369	Gene1845	-12.29	0.4635690826970636	0.0803208723265026	1	33	39	70	YfhH family protein	(((&)))
sRNA125	370	Gene1180	-6.92	0.0087681473932145	0.1433382002771446	6	30	-194	-146	heavy metal translocating P-type ATPase	((&))
sRNA8	371	Gene125	-11.77	0.4496987454838763	0.0635048259324339	18	41	-24	30	multidrug efflux MFS transporter MdeA	((&))
sRNA32	372	Gene1820	-6.3	0.565979697001694	0.0857913657055609	29	42	-93	-43	LeuA family protein	((&))
sRNA236	373	Gene458	-5.5	0.8951867223927732	0.0526071886759156	11	36	-102	-56	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG	((&))
sRNA176	374	Gene349	-9.28	0.7023869310533617	0.0658538723530862	25	56	33	91	glycine-glycine endopeptidase LytM	((&))
sRNA9	375	Gene355	-8.56	0.31420979147822	0.077231490842203	33	53	-116	-75	L-glutamate gamma-semialdehyde dehydrogenase	((&))
sRNA38	376	Gene1775	-6.89	0.3466700223586398	0.0837553480664232	19	44	18	56	ammonium transporter	((&))
