id1;id2;start1;end1;start2;end2;E
Gene294;sRNA9;1469;1479;18;28;-14.56
Gene499;sRNA226;816;843;198;225;-14.56
Gene704;sRNA118;105;137;36;68;-14.56
Gene2596;sRNA90;641;653;140;152;-14.56
Gene2381;sRNA48;1419;1437;47;65;-14.55
Gene851;sRNA220;328;351;72;95;-14.55
Gene256;sRNA2;607;630;122;145;-14.54
Gene2814;sRNA234;1270;1299;124;153;-14.54
Gene1160;sRNA229;1439;1460;56;77;-14.54
Gene57;sRNA113;170;184;25;39;-14.53
Gene2118;sRNA146;167;201;141;175;-14.53
Gene725;sRNA251;1334;1344;41;51;-14.52
Gene538;sRNA170;940;947;92;99;-14.52
Gene606;sRNA120;595;621;7;33;-14.52
Gene725;sRNA78;1416;1426;198;208;-14.52
Gene1887;sRNA31;1245;1269;28;52;-14.51
Gene906;sRNA157;834;842;181;189;-14.5
Gene234;sRNA123;835;855;188;208;-14.5
Gene167;sRNA179;1139;1173;188;222;-14.49
Gene1177;sRNA140;861;884;4;27;-14.49
Gene268;sRNA143;335;356;85;106;-14.49
Gene1516;sRNA128;742;748;179;185;-14.49
Gene2713;sRNA187;1244;1269;24;49;-14.48
Gene1121;sRNA134;1271;1282;86;97;-14.48
Gene1991;sRNA200;101;124;20;43;-14.48
Gene509;sRNA138;416;443;191;218;-14.48
Gene1351;sRNA166;222;228;139;145;-14.47
Gene1771;sRNA57;1203;1214;78;89;-14.47
Gene1240;sRNA214;175;184;197;206;-14.47
Gene1909;sRNA3;606;628;145;167;-14.46
Gene455;sRNA210;781;814;124;157;-14.46
Gene1803;sRNA46;849;861;97;109;-14.46
Gene2498;sRNA112;1091;1122;161;192;-14.46
Gene2272;sRNA38;1481;1501;133;153;-14.45
Gene238;sRNA145;1012;1045;107;140;-14.45
Gene2456;sRNA227;126;152;187;213;-14.44
Gene489;sRNA229;1163;1183;65;85;-14.44
Gene705;sRNA209;625;636;189;200;-14.44
Gene1101;sRNA9;731;741;135;145;-14.43
Gene2494;sRNA6;1180;1193;42;55;-14.42
Gene971;sRNA210;697;724;126;153;-14.42
Gene1641;sRNA3;1145;1151;12;18;-14.42
Gene2115;sRNA207;322;352;114;144;-14.42
Gene1812;sRNA69;449;472;190;213;-14.42
Gene2772;sRNA33;710;726;25;41;-14.41
Gene1066;sRNA234;1315;1338;116;139;-14.41
Gene503;sRNA279;4;12;89;97;-14.41
Gene795;sRNA77;701;733;167;199;-14.41
Gene2348;sRNA77;1263;1288;155;180;-14.41
Gene685;sRNA123;1196;1214;118;136;-14.41
Gene813;sRNA172;857;872;107;122;-14.4
Gene2320;sRNA34;903;913;166;176;-14.4
Gene1081;sRNA72;628;658;111;141;-14.4
Gene1413;sRNA143;903;922;13;32;-14.4
Gene225;sRNA187;835;851;21;37;-14.4
Gene1161;sRNA9;605;614;108;117;-14.39
Gene817;sRNA77;870;878;198;206;-14.39
Gene2758;sRNA13;1404;1414;7;17;-14.39
Gene2411;sRNA56;1134;1154;72;92;-14.39
Gene1663;sRNA233;1354;1371;139;156;-14.38
Gene964;sRNA145;101;133;69;101;-14.38
Gene183;sRNA74;695;723;124;152;-14.38
Gene269;sRNA70;846;860;90;104;-14.37
Gene906;sRNA190;672;700;156;184;-14.37
Gene2503;sRNA221;1060;1080;118;138;-14.37
Gene2144;sRNA31;238;256;100;118;-14.36
Gene1175;sRNA50;1268;1287;92;111;-14.36
Gene1832;sRNA69;251;266;175;190;-14.36
Gene1887;sRNA11;393;416;168;191;-14.36
Gene1487;sRNA16;767;791;33;57;-14.35
Gene1417;sRNA38;1306;1320;14;28;-14.35
Gene1405;sRNA90;22;44;57;79;-14.35
Gene1406;sRNA237;430;461;103;134;-14.35
Gene1967;sRNA177;1254;1269;99;114;-14.35
Gene1005;sRNA209;401;421;180;200;-14.34
Gene1946;sRNA80;1178;1184;133;139;-14.34
Gene1528;sRNA38;1007;1014;12;19;-14.34
Gene523;sRNA221;1144;1177;59;92;-14.34
Gene326;sRNA72;1410;1421;45;56;-14.33
Gene1476;sRNA47;1414;1427;185;198;-14.33
Gene1824;sRNA242;397;421;149;173;-14.33
Gene1784;sRNA32;1371;1381;155;165;-14.32
Gene1806;sRNA235;587;614;164;191;-14.32
Gene729;sRNA19;1020;1032;149;161;-14.32
Gene741;sRNA116;951;972;39;60;-14.32
Gene823;sRNA56;1103;1125;84;106;-14.32
Gene173;sRNA180;831;847;116;132;-14.32
Gene2615;sRNA249;200;226;2;28;-14.32
Gene1052;sRNA31;1158;1190;68;100;-14.32
Gene2604;sRNA47;700;710;2;12;-14.31
Gene711;sRNA265;1195;1208;5;18;-14.31
Gene2666;sRNA32;452;477;136;161;-14.31
Gene1151;sRNA159;139;146;134;141;-14.31
Gene372;sRNA197;755;786;192;223;-14.31
Gene1410;sRNA154;1338;1351;20;33;-14.3
Gene393;sRNA131;1370;1390;76;96;-14.3
Gene2604;sRNA9;388;416;37;65;-14.29
Gene30;sRNA59;1150;1178;44;72;-14.29
Gene2201;sRNA224;719;730;14;25;-14.29
Gene726;sRNA199;1222;1234;112;124;-14.29
Gene1988;sRNA79;1042;1056;133;147;-14.29
Gene1505;sRNA96;710;736;90;116;-14.29
Gene728;sRNA50;448;457;150;159;-14.28
Gene187;sRNA267;351;377;123;149;-14.28
Gene317;sRNA236;665;672;87;94;-14.28
Gene448;sRNA250;326;348;10;32;-14.28
Gene2623;sRNA6;425;456;18;49;-14.28
Gene1571;sRNA53;165;198;39;72;-14.28
Gene524;sRNA220;1202;1222;126;146;-14.27
Gene551;sRNA196;1464;1496;69;101;-14.27
Gene517;sRNA123;665;675;114;124;-14.27
Gene858;sRNA24;674;708;44;78;-14.26
Gene2464;sRNA2;463;493;168;198;-14.26
Gene619;sRNA113;754;768;154;168;-14.26
Gene752;sRNA165;1160;1169;25;34;-14.26
Gene1192;sRNA133;748;768;150;170;-14.26
Gene2040;sRNA208;47;68;32;53;-14.25
Gene551;sRNA69;1013;1028;197;212;-14.25
Gene2103;sRNA1;640;650;176;186;-14.25
Gene1016;sRNA170;930;951;179;200;-14.25
Gene2735;sRNA34;338;352;16;30;-14.24
Gene833;sRNA176;1182;1198;199;215;-14.24
Gene1485;sRNA29;887;915;134;162;-14.24
Gene881;sRNA24;289;322;173;206;-14.24
Gene1745;sRNA34;116;138;108;130;-14.24
Gene880;sRNA24;637;658;143;164;-14.24
Gene571;sRNA9;410;431;70;91;-14.23
Gene501;sRNA165;1199;1232;112;145;-14.23
Gene1707;sRNA189;499;521;35;57;-14.23
Gene2170;sRNA33;623;655;132;164;-14.23
Gene2167;sRNA40;1357;1381;166;190;-14.23
Gene1576;sRNA69;586;614;192;220;-14.22
Gene865;sRNA9;147;153;140;146;-14.22
Gene2030;sRNA90;773;804;79;110;-14.22
Gene1121;sRNA172;644;654;28;38;-14.22
Gene2342;sRNA79;1073;1099;46;72;-14.22
Gene239;sRNA109;1101;1118;5;22;-14.22
Gene1619;sRNA47;294;328;192;226;-14.21
Gene614;sRNA198;117;134;105;122;-14.21
Gene2814;sRNA9;110;126;102;118;-14.21
Gene1415;sRNA143;180;187;118;125;-14.21
Gene927;sRNA33;562;582;26;46;-14.2
Gene364;sRNA29;1096;1121;127;152;-14.19
Gene1722;sRNA247;1458;1476;184;202;-14.19
Gene2815;sRNA73;1310;1317;34;41;-14.19
Gene1623;sRNA142;516;533;54;71;-14.19
Gene2503;sRNA206;75;102;138;165;-14.18
Gene1432;sRNA40;491;514;171;194;-14.18
Gene2071;sRNA9;1346;1359;91;104;-14.17
Gene2468;sRNA224;1233;1264;104;135;-14.17
Gene175;sRNA150;1067;1093;161;187;-14.17
Gene1177;sRNA223;29;40;124;135;-14.17
Gene772;sRNA190;1435;1443;123;131;-14.16
Gene1969;sRNA118;856;875;10;29;-14.15
Gene319;sRNA11;1205;1232;94;121;-14.15
Gene2289;sRNA245;305;335;83;113;-14.15
Gene298;sRNA20;778;809;55;86;-14.14
Gene993;sRNA29;1283;1289;2;8;-14.14
Gene2645;sRNA180;1397;1412;95;110;-14.14
Gene604;sRNA111;877;895;52;70;-14.13
Gene1675;sRNA36;858;884;35;61;-14.13
Gene1693;sRNA9;1405;1422;196;213;-14.13
Gene652;sRNA111;886;901;172;187;-14.12
Gene1097;sRNA177;613;643;181;211;-14.12
Gene1601;sRNA59;91;120;199;228;-14.12
Gene1469;sRNA7;1093;1121;11;39;-14.12
Gene763;sRNA157;618;642;108;132;-14.12
Gene647;sRNA6;13;21;1;9;-14.12
Gene562;sRNA59;226;237;42;53;-14.12
Gene152;sRNA9;422;445;176;199;-14.11
Gene2489;sRNA9;168;190;14;36;-14.1
Gene702;sRNA213;929;952;127;150;-14.1
Gene501;sRNA235;1403;1424;55;76;-14.1
Gene2639;sRNA199;1314;1338;144;168;-14.1
Gene1799;sRNA116;923;948;143;168;-14.09
Gene802;sRNA31;100;113;155;168;-14.09
Gene2135;sRNA33;1242;1258;72;88;-14.09
Gene2153;sRNA127;307;331;34;58;-14.08
Gene2080;sRNA32;345;373;14;42;-14.08
Gene1348;sRNA133;1235;1251;14;30;-14.07
Gene2121;sRNA46;735;753;34;52;-14.07
Gene1801;sRNA226;1299;1312;171;184;-14.07
Gene832;sRNA93;1434;1467;38;71;-14.06
Gene303;sRNA139;921;946;15;40;-14.06
Gene1762;sRNA200;1259;1282;54;77;-14.06
Gene160;sRNA184;285;299;104;118;-14.06
Gene20;sRNA146;173;194;98;119;-14.06
Gene1928;sRNA245;302;309;43;50;-14.05
Gene57;sRNA213;823;854;52;83;-14.05
Gene731;sRNA221;1;8;34;41;-14.05
Gene1560;sRNA226;139;171;91;123;-14.05
Gene487;sRNA146;708;719;168;179;-14.05
Gene1845;sRNA9;442;456;81;95;-14.04
Gene1936;sRNA295;916;945;183;212;-14.04
Gene2695;sRNA47;1187;1202;188;203;-14.04
Gene661;sRNA221;51;80;117;146;-14.04
Gene2855;sRNA69;243;272;1;30;-14.04
Gene1530;sRNA9;871;882;53;64;-14.04
Gene1576;sRNA9;21;43;190;212;-14.03
Gene2136;sRNA79;684;713;11;40;-14.03
Gene563;sRNA9;631;639;27;35;-14.03
Gene1175;sRNA19;129;138;33;42;-14.03
Gene433;sRNA2;366;382;44;60;-14.03
Gene282;sRNA173;106;121;4;19;-14.02
Gene133;sRNA128;226;253;30;57;-14.02
Gene2748;sRNA207;1143;1171;140;168;-14.02
Gene2401;sRNA9;546;554;53;61;-14.02
Gene1180;sRNA269;152;181;197;226;-14.01
Gene970;sRNA213;1063;1074;36;47;-14.01
Gene1806;sRNA9;267;291;156;180;-14.01
Gene1343;sRNA97;1031;1042;71;82;-14.01
Gene723;sRNA72;1287;1311;108;132;-14.01
Gene1822;sRNA17;615;641;148;174;-14.0
Gene517;sRNA146;332;356;38;62;-14.0
Gene2587;sRNA145;1395;1423;40;68;-14.0
Gene797;sRNA221;1366;1372;53;59;-14.0
Gene1237;sRNA240;1407;1432;137;162;-14.0
Gene1980;sRNA113;371;400;49;78;-14.0
Gene1572;sRNA6;691;715;57;81;-14.0
Gene254;sRNA38;1283;1315;87;119;-13.99
Gene2114;sRNA80;1357;1377;167;187;-13.99
Gene624;sRNA31;670;700;9;39;-13.99
Gene1441;sRNA74;628;642;9;23;-13.99
Gene2639;sRNA227;969;977;186;194;-13.99
Gene245;sRNA9;390;409;152;171;-13.99
Gene1471;sRNA245;629;636;163;170;-13.98
Gene149;sRNA198;182;199;185;202;-13.98
Gene590;sRNA13;236;258;20;42;-13.98
Gene1003;sRNA235;194;225;134;165;-13.98
Gene265;sRNA142;592;607;56;71;-13.97
Gene508;sRNA259;1087;1094;130;137;-13.97
Gene1353;sRNA157;333;354;143;164;-13.97
Gene269;sRNA153;560;566;11;17;-13.97
Gene630;sRNA90;589;607;167;185;-13.97
Gene1160;sRNA242;121;135;104;118;-13.96
Gene2689;sRNA60;346;373;130;157;-13.96
Gene2502;sRNA9;526;541;192;207;-13.96
Gene2575;sRNA53;223;251;15;43;-13.96
Gene33;sRNA221;237;243;152;158;-13.96
Gene1876;sRNA30;106;113;137;144;-13.95
Gene2095;sRNA72;1238;1244;72;78;-13.95
Gene2508;sRNA237;613;635;173;195;-13.95
Gene905;sRNA177;923;939;112;128;-13.95
Gene251;sRNA287;1183;1210;22;49;-13.94
Gene2469;sRNA221;1414;1436;35;57;-13.94
Gene736;sRNA6;144;164;56;76;-13.94
Gene890;sRNA157;960;974;78;92;-13.93
Gene2672;sRNA19;1062;1096;84;118;-13.93
Gene1067;sRNA133;96;120;118;142;-13.93
Gene529;sRNA116;353;367;190;204;-13.93
Gene1354;sRNA70;497;511;127;141;-13.93
Gene2369;sRNA213;209;221;107;119;-13.92
Gene1475;sRNA72;289;322;183;216;-13.92
Gene1703;sRNA1;63;90;167;194;-13.92
Gene338;sRNA11;395;411;186;202;-13.92
Gene2196;sRNA62;397;426;27;56;-13.91
Gene1720;sRNA242;1438;1448;128;138;-13.91
Gene564;sRNA42;347;372;87;112;-13.91
Gene1773;sRNA240;151;163;157;169;-13.91
Gene1501;sRNA101;404;427;111;134;-13.91
Gene2687;sRNA295;390;408;90;108;-13.9
Gene2675;sRNA32;805;816;42;53;-13.9
Gene1807;sRNA19;596;603;20;27;-13.9
Gene890;sRNA220;128;144;78;94;-13.9
Gene186;sRNA190;1373;1392;81;100;-13.9
Gene1533;sRNA185;461;471;180;190;-13.9
Gene1635;sRNA61;1179;1194;114;129;-13.9
Gene1373;sRNA72;1108;1117;145;154;-13.89
Gene2334;sRNA32;1160;1175;89;104;-13.89
Gene915;sRNA19;1205;1213;173;181;-13.89
Gene2491;sRNA150;593;608;93;108;-13.89
Gene787;sRNA187;414;431;76;93;-13.89
Gene2131;sRNA163;1025;1043;38;56;-13.89
Gene257;sRNA50;720;732;182;194;-13.89
Gene1648;sRNA35;574;598;15;39;-13.88
Gene124;sRNA221;324;348;30;54;-13.88
Gene1819;sRNA10;1169;1179;92;102;-13.88
Gene2772;sRNA224;1482;1496;36;50;-13.88
Gene2028;sRNA9;117;136;16;35;-13.88
Gene439;sRNA92;742;773;19;50;-13.88
Gene2744;sRNA151;825;841;105;121;-13.88
Gene488;sRNA9;1343;1359;96;112;-13.88
Gene212;sRNA9;953;969;56;72;-13.88
Gene22;sRNA220;561;579;51;69;-13.87
Gene2003;sRNA2;1170;1181;20;31;-13.87
Gene2002;sRNA2;493;515;185;207;-13.87
Gene1772;sRNA242;1215;1232;141;158;-13.87
Gene1387;sRNA275;80;105;31;56;-13.86
Gene2851;sRNA140;743;767;85;109;-13.86
Gene1504;sRNA43;1231;1243;77;89;-13.85
Gene2693;sRNA150;418;451;19;52;-13.85
Gene1080;sRNA152;913;945;55;87;-13.85
Gene272;sRNA50;229;249;189;209;-13.85
Gene2682;sRNA275;1343;1355;143;155;-13.85
Gene1888;sRNA71;367;375;84;92;-13.85
Gene1418;sRNA157;8;16;21;29;-13.84
Gene1017;sRNA50;510;537;150;177;-13.84
Gene929;sRNA222;791;799;122;130;-13.84
Gene650;sRNA134;159;183;107;131;-13.84
Gene1239;sRNA4;1180;1209;31;60;-13.84
Gene2250;sRNA17;496;509;44;57;-13.83
Gene2009;sRNA9;627;652;182;207;-13.83
Gene2575;sRNA9;524;535;187;198;-13.83
Gene2604;sRNA17;799;833;73;107;-13.83
Gene2320;sRNA29;91;114;147;170;-13.83
Gene312;sRNA134;291;302;139;150;-13.83
Gene2557;sRNA112;567;593;34;60;-13.83
Gene2472;sRNA213;676;709;108;141;-13.83
Gene2098;sRNA97;1096;1107;152;163;-13.83
Gene2339;sRNA9;878;902;95;119;-13.82
Gene360;sRNA7;625;656;61;92;-13.82
Gene863;sRNA142;422;431;194;203;-13.81
Gene19;sRNA220;1093;1111;159;177;-13.81
Gene2755;sRNA101;438;447;67;76;-13.81
Gene442;sRNA227;1038;1061;20;43;-13.81
Gene1194;sRNA146;102;122;149;169;-13.81
Gene1799;sRNA152;788;803;98;113;-13.8
Gene1780;sRNA224;1289;1304;54;69;-13.79
Gene585;sRNA81;865;876;47;58;-13.79
Gene520;sRNA239;1222;1230;138;146;-13.79
Gene348;sRNA97;381;394;109;122;-13.78
Gene2023;sRNA24;101;107;75;81;-13.78
Gene639;sRNA106;1410;1425;168;183;-13.78
Gene156;sRNA13;766;772;61;67;-13.78
Gene203;sRNA198;1182;1213;43;74;-13.78
Gene464;sRNA221;902;927;3;28;-13.77
Gene1489;sRNA69;231;256;152;177;-13.77
Gene1699;sRNA40;505;518;198;211;-13.76
Gene1516;sRNA17;663;689;94;120;-13.76
Gene548;sRNA9;1055;1083;128;156;-13.76
Gene1349;sRNA51;256;277;189;210;-13.76
Gene1704;sRNA90;532;556;189;213;-13.76
Gene697;sRNA106;661;683;24;46;-13.76
Gene852;sRNA123;875;885;2;12;-13.75
Gene416;sRNA5;587;619;77;109;-13.75
Gene1617;sRNA313;124;136;100;112;-13.75
Gene2664;sRNA220;1476;1488;61;73;-13.74
Gene1264;sRNA207;1239;1247;70;78;-13.74
Gene724;sRNA104;317;347;30;60;-13.74
Gene1123;sRNA77;742;757;85;100;-13.74
Gene1401;sRNA247;1275;1282;183;190;-13.74
Gene1180;sRNA164;682;697;140;155;-13.73
Gene112;sRNA32;189;218;107;136;-13.73
Gene1723;sRNA50;1234;1264;32;62;-13.73
Gene739;sRNA59;692;722;73;103;-13.73
Gene2415;sRNA175;1321;1354;37;70;-13.73
Gene1583;sRNA209;60;77;197;214;-13.73
Gene373;sRNA266;491;513;127;149;-13.72
Gene2299;sRNA50;542;560;47;65;-13.72
Gene2344;sRNA9;226;241;34;49;-13.72
Gene2632;sRNA242;1263;1270;180;187;-13.71
Gene1885;sRNA240;383;400;50;67;-13.71
Gene2814;sRNA97;217;237;57;77;-13.71
Gene495;sRNA212;1297;1329;27;59;-13.71
Gene1175;sRNA244;868;882;22;36;-13.71
Gene1012;sRNA139;1192;1216;187;211;-13.71
Gene1103;sRNA204;509;531;101;123;-13.71
Gene1488;sRNA16;1090;1104;18;32;-13.71
Gene114;sRNA138;1225;1241;185;201;-13.7
Gene1206;sRNA272;1409;1433;63;87;-13.7
Gene865;sRNA220;1112;1143;87;118;-13.7
Gene297;sRNA142;1392;1406;150;164;-13.7
Gene2833;sRNA9;448;468;165;185;-13.7
Gene563;sRNA3;411;439;90;118;-13.69
Gene1058;sRNA142;730;762;68;100;-13.69
Gene1970;sRNA185;1370;1378;154;162;-13.69
Gene197;sRNA62;1159;1189;192;222;-13.68
Gene2244;sRNA43;217;234;68;85;-13.68
Gene501;sRNA229;464;478;100;114;-13.68
Gene2550;sRNA17;1126;1138;123;135;-13.68
Gene2406;sRNA9;1322;1341;154;173;-13.67
Gene662;sRNA71;1068;1076;112;120;-13.67
Gene2495;sRNA34;1135;1158;35;58;-13.67
Gene1848;sRNA9;1478;1484;138;144;-13.67
Gene2619;sRNA9;375;402;24;51;-13.67
Gene2451;sRNA26;916;922;97;103;-13.66
Gene1556;sRNA153;752;784;102;134;-13.66
Gene442;sRNA113;1390;1408;128;146;-13.66
Gene2692;sRNA36;524;558;184;218;-13.66
Gene936;sRNA228;930;948;63;81;-13.66
Gene2674;sRNA155;120;153;175;208;-13.66
Gene1279;sRNA9;283;317;29;63;-13.65
Gene2126;sRNA33;561;572;78;89;-13.65
Gene964;sRNA169;1224;1257;51;84;-13.65
Gene2785;sRNA220;240;269;141;170;-13.65
Gene1031;sRNA220;695;719;58;82;-13.65
Gene766;sRNA157;609;640;61;92;-13.65
Gene2046;sRNA43;357;385;131;159;-13.64
Gene2344;sRNA32;600;617;143;160;-13.64
Gene36;sRNA187;1430;1451;197;218;-13.64
Gene938;sRNA130;515;533;116;134;-13.64
Gene1413;sRNA211;1289;1308;184;203;-13.63
Gene1249;sRNA123;1291;1305;36;50;-13.63
Gene1263;sRNA223;262;283;127;148;-13.63
Gene494;sRNA50;1319;1351;65;97;-13.63
Gene545;sRNA41;935;948;140;153;-13.63
Gene904;sRNA157;613;623;103;113;-13.63
Gene7;sRNA77;450;474;114;138;-13.63
Gene2823;sRNA221;572;579;196;203;-13.62
Gene1156;sRNA3;902;923;24;45;-13.62
Gene1806;sRNA50;262;284;163;185;-13.62
Gene2026;sRNA248;39;62;118;141;-13.62
Gene1409;sRNA57;89;120;23;54;-13.62
Gene501;sRNA18;1365;1375;199;209;-13.62
Gene649;sRNA177;371;391;59;79;-13.62
Gene1997;sRNA212;1290;1317;77;104;-13.62
Gene2;sRNA159;1157;1176;106;125;-13.61
Gene1933;sRNA9;946;979;84;117;-13.61
Gene2816;sRNA28;1049;1059;162;172;-13.61
Gene2436;sRNA34;1411;1421;114;124;-13.61
Gene12;sRNA130;1292;1310;134;152;-13.61
Gene176;sRNA277;398;410;180;192;-13.61
Gene2133;sRNA2;485;517;131;163;-13.61
Gene1576;sRNA97;82;114;18;50;-13.6
Gene1017;sRNA9;1179;1209;162;192;-13.59
Gene2505;sRNA201;442;452;169;179;-13.59
Gene2514;sRNA80;1170;1191;80;101;-13.59
Gene982;sRNA9;614;628;62;76;-13.59
Gene1722;sRNA9;1269;1275;69;75;-13.59
Gene1832;sRNA46;470;485;1;16;-13.59
Gene1864;sRNA170;184;203;85;104;-13.59
Gene620;sRNA153;1221;1235;2;16;-13.59
Gene171;sRNA10;112;138;148;174;-13.59
Gene2307;sRNA130;1251;1283;124;156;-13.58
Gene722;sRNA227;780;798;86;104;-13.58
Gene467;sRNA108;98;116;15;33;-13.58
Gene527;sRNA143;239;268;71;100;-13.58
Gene742;sRNA243;404;415;177;188;-13.58
Gene1696;sRNA223;1036;1052;6;22;-13.58
Gene2722;sRNA56;994;1007;99;112;-13.58
Gene894;sRNA150;1122;1147;177;202;-13.57
Gene2645;sRNA209;1376;1405;95;124;-13.57
Gene492;sRNA187;302;308;128;134;-13.57
Gene2456;sRNA71;775;793;123;141;-13.57
Gene728;sRNA224;602;625;36;59;-13.57
Gene318;sRNA108;494;518;172;196;-13.57
Gene727;sRNA10;551;561;123;133;-13.57
Gene1061;sRNA74;52;60;109;117;-13.56
Gene654;sRNA240;1041;1068;3;30;-13.56
Gene773;sRNA50;772;779;96;103;-13.56
Gene430;sRNA116;431;461;70;100;-13.56
Gene2228;sRNA1;1438;1464;104;130;-13.55
Gene1047;sRNA177;771;785;36;50;-13.55
Gene2707;sRNA285;646;664;59;77;-13.55
Gene2699;sRNA9;1402;1415;133;146;-13.55
Gene1036;sRNA234;784;813;100;129;-13.55
Gene922;sRNA51;847;856;162;171;-13.55
Gene639;sRNA8;1444;1450;149;155;-13.55
Gene2458;sRNA9;181;207;160;186;-13.54
Gene44;sRNA96;1384;1398;124;138;-13.54
Gene1745;sRNA150;264;294;63;93;-13.54
Gene133;sRNA172;692;711;158;177;-13.54
Gene1635;sRNA32;1383;1394;126;137;-13.53
Gene575;sRNA243;762;791;150;179;-13.53
Gene2731;sRNA9;948;970;89;111;-13.53
Gene1284;sRNA124;696;712;114;130;-13.53
Gene109;sRNA232;626;635;143;152;-13.53
Gene1097;sRNA152;396;426;57;87;-13.53
Gene1928;sRNA45;452;480;21;49;-13.53
Gene2703;sRNA118;1336;1355;44;63;-13.52
Gene1439;sRNA58;508;514;98;104;-13.52
Gene1097;sRNA249;1277;1298;71;92;-13.52
Gene2849;sRNA47;505;512;134;141;-13.51
Gene2559;sRNA23;1142;1175;140;173;-13.51
Gene2050;sRNA308;372;396;80;104;-13.51
Gene1531;sRNA87;1495;1514;137;156;-13.51
Gene1005;sRNA208;1210;1224;42;56;-13.51
Gene1351;sRNA50;350;374;140;164;-13.51
Gene2799;sRNA3;615;634;142;161;-13.5
Gene56;sRNA165;908;918;152;162;-13.5
Gene2747;sRNA7;1261;1285;149;173;-13.5
Gene2155;sRNA214;4;10;65;71;-13.5
Gene1801;sRNA90;166;196;19;49;-13.5
Gene776;sRNA151;1416;1435;160;179;-13.5
Gene1989;sRNA73;1103;1133;147;177;-13.5
Gene1226;sRNA236;970;989;134;153;-13.49
Gene2785;sRNA50;524;554;183;213;-13.49
Gene411;sRNA214;785;796;20;31;-13.49
Gene2641;sRNA245;1085;1094;56;65;-13.49
Gene1821;sRNA28;636;666;22;52;-13.49
Gene2405;sRNA177;104;135;23;54;-13.49
Gene2693;sRNA9;700;711;179;190;-13.49
Gene978;sRNA9;130;151;186;207;-13.49
Gene431;sRNA109;1309;1336;131;158;-13.48
Gene1206;sRNA226;449;479;77;107;-13.48
Gene650;sRNA131;854;887;53;86;-13.48
Gene383;sRNA191;905;924;174;193;-13.48
Gene2094;sRNA212;1420;1453;54;87;-13.48
Gene2436;sRNA183;477;496;46;65;-13.48
Gene1422;sRNA210;374;403;179;208;-13.47
Gene1115;sRNA96;850;884;162;196;-13.47
Gene1988;sRNA45;440;458;187;205;-13.47
Gene1481;sRNA3;1040;1061;104;125;-13.47
Gene722;sRNA213;132;143;140;151;-13.47
Gene1123;sRNA267;1131;1141;162;172;-13.47
Gene1327;sRNA267;473;482;22;31;-13.47
Gene1803;sRNA34;214;231;163;180;-13.46
Gene729;sRNA38;1309;1341;191;223;-13.46
Gene1900;sRNA117;880;901;183;204;-13.46
Gene520;sRNA126;834;861;61;88;-13.46
Gene1416;sRNA167;845;864;65;84;-13.46
Gene562;sRNA11;1292;1321;194;223;-13.46
Gene377;sRNA40;1306;1314;129;137;-13.45
Gene1113;sRNA140;1384;1404;85;105;-13.45
Gene2053;sRNA59;859;887;181;209;-13.45
Gene467;sRNA228;750;780;175;205;-13.45
Gene1590;sRNA249;1443;1467;130;154;-13.45
Gene2507;sRNA53;1023;1053;92;122;-13.45
Gene28;sRNA10;657;683;56;82;-13.45
Gene634;sRNA242;1282;1314;156;188;-13.44
Gene950;sRNA145;529;546;112;129;-13.44
Gene1939;sRNA2;546;561;188;203;-13.44
Gene889;sRNA70;1058;1070;131;143;-13.44
Gene2089;sRNA74;1197;1223;35;61;-13.44
Gene299;sRNA9;809;825;171;187;-13.44
Gene1535;sRNA109;329;359;150;180;-13.44
Gene933;sRNA3;206;240;87;121;-13.44
Gene1402;sRNA38;1131;1153;188;210;-13.44
Gene957;sRNA9;596;617;118;139;-13.44
Gene1234;sRNA11;755;767;154;166;-13.43
Gene2192;sRNA9;1441;1468;197;224;-13.43
Gene443;sRNA183;920;933;67;80;-13.43
Gene1202;sRNA108;325;337;169;181;-13.43
Gene1604;sRNA31;1440;1466;145;171;-13.43
Gene1114;sRNA112;663;685;9;31;-13.43
Gene1659;sRNA97;1089;1100;158;169;-13.43
Gene1290;sRNA151;1312;1319;117;124;-13.42
Gene2666;sRNA43;80;112;84;116;-13.42
Gene2035;sRNA9;84;118;52;86;-13.42
Gene1225;sRNA237;784;809;7;32;-13.41
Gene2534;sRNA274;820;851;186;217;-13.41
Gene1476;sRNA210;1421;1441;39;59;-13.4
Gene891;sRNA9;686;717;141;172;-13.4
Gene1122;sRNA111;1035;1057;107;129;-13.4
Gene1873;sRNA153;849;868;174;193;-13.4
Gene86;sRNA111;1095;1120;8;33;-13.4
Gene940;sRNA123;22;39;72;89;-13.39
Gene1893;sRNA87;1361;1380;148;167;-13.39
Gene2458;sRNA69;1345;1376;9;40;-13.39
Gene1950;sRNA32;1154;1181;129;156;-13.39
Gene1409;sRNA9;865;876;11;22;-13.39
Gene1860;sRNA3;364;381;83;100;-13.39
Gene2747;sRNA117;1020;1034;39;53;-13.39
Gene281;sRNA86;467;500;50;83;-13.39
Gene633;sRNA9;339;372;178;211;-13.39
Gene239;sRNA199;698;706;32;40;-13.39
Gene287;sRNA134;1431;1458;95;122;-13.39
Gene937;sRNA157;912;940;137;165;-13.39
Gene1089;sRNA126;1352;1370;75;93;-13.38
Gene1409;sRNA50;1308;1320;120;132;-13.38
Gene200;sRNA162;217;237;82;102;-13.38
Gene890;sRNA143;314;344;84;114;-13.38
