sRNA_ID	mRNA_ID	Prediction_Probability
sRNA43	Gene1504	0.47315
sRNA150	Gene2693	0.47782
sRNA152	Gene1080	0.48495
sRNA50	Gene272	0.54801
sRNA275	Gene2682	0.47792
sRNA71	Gene1888	0.59001
sRNA157	Gene1418	0.56166
sRNA50	Gene1017	0.56699
sRNA222	Gene929	0.49497
sRNA134	Gene650	0.57761
sRNA4	Gene1239	0.46083
sRNA17	Gene2250	0.51046
sRNA9	Gene2009	0.52963
sRNA9	Gene2575	0.52854
sRNA17	Gene2604	0.53552
sRNA29	Gene2320	0.53013
sRNA134	Gene312	0.55303
sRNA112	Gene2557	0.57452
sRNA213	Gene2472	0.52949
sRNA97	Gene2098	0.50728
sRNA9	Gene2339	0.46379
sRNA7	Gene360	0.60439
sRNA142	Gene863	0.49241
sRNA220	Gene19	0.55614
sRNA101	Gene2755	0.49606
sRNA227	Gene442	0.5722
sRNA146	Gene1194	0.52631
sRNA152	Gene1799	0.48272
sRNA224	Gene1780	0.57385
sRNA81	Gene585	0.51416
sRNA239	Gene520	0.52907
sRNA97	Gene348	0.54125
sRNA24	Gene2023	0.48377
sRNA106	Gene639	0.57795
sRNA13	Gene156	0.47408
sRNA198	Gene203	0.4882
sRNA221	Gene464	0.53523
sRNA69	Gene1489	0.46683
sRNA40	Gene1699	0.53401
sRNA17	Gene1516	0.48729
sRNA9	Gene548	0.58226
sRNA51	Gene1349	0.57108
sRNA90	Gene1704	0.51527
sRNA106	Gene697	0.52057
sRNA123	Gene852	0.50199
sRNA5	Gene416	0.5051
sRNA313	Gene1617	0.52549
sRNA220	Gene2664	0.55006
sRNA207	Gene1264	0.58717
sRNA104	Gene724	0.55201
sRNA77	Gene1123	0.56993
sRNA247	Gene1401	0.48078
sRNA164	Gene1180	0.52186
sRNA32	Gene112	0.54117
sRNA50	Gene1723	0.53152
sRNA59	Gene739	0.52466
sRNA175	Gene2415	0.51245
sRNA209	Gene1583	0.53459
sRNA266	Gene373	0.45362
sRNA50	Gene2299	0.50929
sRNA9	Gene2344	0.44634
sRNA242	Gene2632	0.49403
sRNA240	Gene1885	0.55489
sRNA97	Gene2814	0.50316
sRNA212	Gene495	0.55925
sRNA244	Gene1175	0.5645
sRNA139	Gene1012	0.54623
sRNA204	Gene1103	0.50844
sRNA16	Gene1488	0.48599
sRNA138	Gene114	0.53793
sRNA272	Gene1206	0.55434
sRNA220	Gene865	0.56178
sRNA142	Gene297	0.54906
sRNA9	Gene2833	0.5458
sRNA3	Gene563	0.47719
sRNA142	Gene1058	0.51108
sRNA185	Gene1970	0.45571
sRNA62	Gene197	0.54019
sRNA43	Gene2244	0.51923
sRNA229	Gene501	0.53842
sRNA17	Gene2550	0.48812
sRNA9	Gene2406	0.56078
sRNA71	Gene662	0.58287
sRNA34	Gene2495	0.47687
sRNA9	Gene1848	0.48469
sRNA9	Gene2619	0.52922
sRNA26	Gene2451	0.52735
sRNA153	Gene1556	0.5646
sRNA113	Gene442	0.52069
sRNA36	Gene2692	0.51303
sRNA228	Gene936	0.49477
sRNA155	Gene2674	0.48447
sRNA9	Gene1279	0.57201
sRNA33	Gene2126	0.50278
sRNA169	Gene964	0.52424
sRNA220	Gene2785	0.57577
sRNA220	Gene1031	0.57464
sRNA157	Gene766	0.5057
sRNA43	Gene2046	0.47829
sRNA32	Gene2344	0.4725
sRNA187	Gene36	0.54616
sRNA130	Gene938	0.5834
sRNA211	Gene1413	0.45065
sRNA123	Gene1249	0.52764
sRNA223	Gene1263	0.56726
sRNA50	Gene494	0.48573
sRNA41	Gene545	0.5133
sRNA157	Gene904	0.55745
sRNA77	Gene7	0.57002
sRNA221	Gene2823	0.52116
sRNA3	Gene1156	0.52018
sRNA50	Gene1806	0.45519
sRNA248	Gene2026	0.46282
sRNA57	Gene1409	0.50908
sRNA18	Gene501	0.56489
sRNA177	Gene649	0.49282
sRNA212	Gene1997	0.57386
sRNA159	Gene2	0.55561
sRNA9	Gene1933	0.47742
sRNA28	Gene2816	0.4705
sRNA34	Gene2436	0.46949
sRNA130	Gene12	0.55102
sRNA277	Gene176	0.46705
sRNA2	Gene2133	0.50427
sRNA97	Gene1576	0.49711
sRNA9	Gene1017	0.57093
sRNA201	Gene2505	0.50484
sRNA80	Gene2514	0.50147
sRNA9	Gene982	0.49696
sRNA9	Gene1722	0.54374
sRNA46	Gene1832	0.55223
sRNA170	Gene1864	0.52683
sRNA153	Gene620	0.57972
sRNA10	Gene171	0.58584
sRNA130	Gene2307	0.55841
sRNA227	Gene722	0.5385
sRNA108	Gene467	0.5356
sRNA143	Gene527	0.53213
sRNA243	Gene742	0.55719
sRNA223	Gene1696	0.53508
sRNA56	Gene2722	0.494
sRNA150	Gene894	0.55558
sRNA209	Gene2645	0.58371
sRNA187	Gene492	0.55404
sRNA71	Gene2456	0.54377
sRNA224	Gene728	0.59278
sRNA108	Gene318	0.46806
sRNA10	Gene727	0.56007
sRNA74	Gene1061	0.48377
sRNA240	Gene654	0.53257
sRNA50	Gene773	0.54643
sRNA116	Gene430	0.53128
sRNA1	Gene2228	0.48101
sRNA177	Gene1047	0.52055
sRNA285	Gene2707	0.47434
sRNA9	Gene2699	0.55166
sRNA234	Gene1036	0.55428
sRNA51	Gene922	0.57113
sRNA8	Gene639	0.51737
sRNA9	Gene2458	0.55902
sRNA96	Gene44	0.55021
sRNA150	Gene1745	0.52631
sRNA172	Gene133	0.56561
sRNA32	Gene1635	0.48954
sRNA243	Gene575	0.56188
sRNA9	Gene2731	0.56902
sRNA124	Gene1284	0.5461
sRNA232	Gene109	0.49591
sRNA152	Gene1097	0.53687
sRNA45	Gene1928	0.51329
sRNA118	Gene2703	0.50784
sRNA58	Gene1439	0.51152
sRNA249	Gene1097	0.50186
sRNA47	Gene2849	0.49306
sRNA23	Gene2559	0.4874
sRNA308	Gene2050	0.48508
sRNA87	Gene1531	0.53272
sRNA208	Gene1005	0.48629
sRNA50	Gene1351	0.47529
sRNA3	Gene2799	0.52142
sRNA165	Gene56	0.48669
sRNA7	Gene2747	0.56522
sRNA214	Gene2155	0.57179
sRNA90	Gene1801	0.5519
sRNA151	Gene776	0.57186
sRNA73	Gene1989	0.49816
sRNA236	Gene1226	0.5728
sRNA50	Gene2785	0.53901
sRNA214	Gene411	0.46938
sRNA245	Gene2641	0.53295
sRNA28	Gene1821	0.48264
sRNA177	Gene2405	0.53703
sRNA9	Gene2693	0.55267
sRNA9	Gene978	0.45963
sRNA109	Gene431	0.54034
sRNA226	Gene1206	0.53378
sRNA131	Gene650	0.54388
sRNA191	Gene383	0.48046
sRNA212	Gene2094	0.58505
sRNA183	Gene2436	0.48974
sRNA210	Gene1422	0.50682
sRNA96	Gene1115	0.53258
sRNA45	Gene1988	0.5484
sRNA3	Gene1481	0.55537
sRNA213	Gene722	0.54803
sRNA267	Gene1123	0.46334
sRNA267	Gene1327	0.46348
sRNA34	Gene1803	0.50134
sRNA38	Gene729	0.55876
sRNA117	Gene1900	0.59345
sRNA126	Gene520	0.52773
sRNA167	Gene1416	0.52448
sRNA11	Gene562	0.51517
sRNA40	Gene377	0.54693
sRNA140	Gene1113	0.55012
sRNA59	Gene2053	0.53366
sRNA228	Gene467	0.50295
sRNA249	Gene1590	0.51143
sRNA53	Gene2507	0.50899
sRNA10	Gene28	0.60243
sRNA242	Gene634	0.46965
sRNA145	Gene950	0.50697
sRNA2	Gene1939	0.4917
sRNA70	Gene889	0.58893
sRNA74	Gene2089	0.48027
sRNA9	Gene299	0.58568
sRNA109	Gene1535	0.52682
sRNA3	Gene933	0.47257
sRNA38	Gene1402	0.56681
sRNA9	Gene957	0.5181
sRNA11	Gene1234	0.48275
sRNA9	Gene2192	0.51521
sRNA183	Gene443	0.52587
sRNA108	Gene1202	0.55597
sRNA31	Gene1604	0.46428
sRNA112	Gene1114	0.55687
sRNA97	Gene1659	0.51884
sRNA151	Gene1290	0.49551
sRNA43	Gene2666	0.46849
sRNA9	Gene2035	0.47522
sRNA237	Gene1225	0.53465
sRNA274	Gene2534	0.45827
sRNA210	Gene1476	0.48002
sRNA9	Gene891	0.52788
sRNA111	Gene1122	0.47209
sRNA153	Gene1873	0.49781
sRNA111	Gene86	0.51971
sRNA123	Gene940	0.45635
sRNA87	Gene1893	0.55671
sRNA69	Gene2458	0.50031
sRNA32	Gene1950	0.50616
sRNA9	Gene1409	0.55364
sRNA3	Gene1860	0.52918
sRNA117	Gene2747	0.55422
sRNA86	Gene281	0.56579
sRNA9	Gene633	0.48903
sRNA199	Gene239	0.55111
sRNA134	Gene287	0.53312
sRNA157	Gene937	0.54395
sRNA126	Gene1089	0.52162
sRNA50	Gene1409	0.49005
sRNA162	Gene200	0.56625
sRNA143	Gene890	0.5505
sRNA79	Gene1584	0.52989
sRNA223	Gene1230	0.58885
sRNA56	Gene1645	0.4908
sRNA176	Gene2718	0.50818
sRNA187	Gene309	0.58295
sRNA123	Gene484	0.48106
sRNA242	Gene2493	0.49084
sRNA224	Gene307	0.57567
sRNA6	Gene1179	0.50424
sRNA166	Gene1734	0.49864
sRNA207	Gene2037	0.55773
sRNA85	Gene2452	0.49555
sRNA50	Gene502	0.5063
sRNA29	Gene2388	0.56709
sRNA220	Gene2250	0.57216
sRNA118	Gene265	0.54618
sRNA266	Gene584	0.44565
sRNA197	Gene629	0.50927
sRNA139	Gene1071	0.53488
sRNA128	Gene2163	0.52186
sRNA220	Gene2352	0.55853
sRNA109	Gene653	0.54548
sRNA6	Gene1357	0.4871
sRNA265	Gene2390	0.48942
sRNA224	Gene2668	0.59915
sRNA240	Gene2585	0.5488
sRNA224	Gene695	0.5943
sRNA34	Gene1556	0.46114
sRNA266	Gene2799	0.4593
sRNA305	Gene2320	0.55214
sRNA263	Gene2229	0.52014
sRNA152	Gene935	0.53945
sRNA147	Gene2611	0.51764
sRNA33	Gene2139	0.52389
sRNA196	Gene1121	0.46527
sRNA213	Gene2356	0.53111
sRNA50	Gene2099	0.4864
sRNA9	Gene908	0.52917
sRNA74	Gene706	0.49963
sRNA165	Gene1722	0.47691
sRNA50	Gene891	0.45953
sRNA190	Gene452	0.58387
sRNA9	Gene2262	0.50511
sRNA126	Gene415	0.47156
sRNA47	Gene61	0.48452
sRNA34	Gene65	0.461
sRNA265	Gene662	0.49815
sRNA130	Gene2625	0.55922
sRNA50	Gene633	0.5681
sRNA279	Gene786	0.48237
sRNA190	Gene112	0.59051
sRNA9	Gene2473	0.51406
sRNA151	Gene2780	0.55103
sRNA76	Gene1581	0.57014
sRNA84	Gene623	0.49465
sRNA36	Gene1821	0.52528
sRNA40	Gene1952	0.53794
sRNA29	Gene2463	0.51853
sRNA164	Gene2847	0.46164
sRNA259	Gene1998	0.46231
sRNA200	Gene1593	0.47375
sRNA199	Gene721	0.57325
sRNA9	Gene1348	0.51863
sRNA20	Gene1375	0.5681
sRNA245	Gene857	0.56824
sRNA2	Gene1436	0.52078
sRNA225	Gene551	0.58917
sRNA209	Gene2573	0.49927
sRNA59	Gene1497	0.54564
sRNA257	Gene2031	0.48065
sRNA242	Gene1249	0.51072
sRNA210	Gene335	0.45241
sRNA30	Gene1301	0.52181
sRNA123	Gene181	0.51412
sRNA238	Gene1985	0.50868
sRNA234	Gene1741	0.59839
sRNA50	Gene1505	0.56667
sRNA47	Gene1233	0.46782
sRNA225	Gene2421	0.58466
sRNA111	Gene167	0.57434
sRNA71	Gene168	0.56938
sRNA71	Gene1498	0.55243
sRNA209	Gene562	0.53505
sRNA151	Gene462	0.55435
sRNA143	Gene2670	0.53214
sRNA9	Gene198	0.55778
sRNA134	Gene102	0.46713
sRNA236	Gene275	0.56904
sRNA9	Gene1180	0.5277
sRNA51	Gene2063	0.5529
sRNA103	Gene389	0.51264
sRNA218	Gene757	0.54003
sRNA36	Gene1421	0.5196
sRNA108	Gene1893	0.52125
sRNA72	Gene662	0.53775
sRNA32	Gene380	0.52325
sRNA9	Gene2030	0.51107
sRNA184	Gene73	0.47609
sRNA89	Gene823	0.49632
sRNA210	Gene410	0.53368
sRNA233	Gene2091	0.55598
sRNA9	Gene527	0.55656
sRNA70	Gene919	0.53558
sRNA221	Gene773	0.48652
sRNA76	Gene231	0.52916
sRNA170	Gene1002	0.52367
sRNA249	Gene336	0.46869
sRNA29	Gene374	0.55403
sRNA9	Gene2669	0.46512
sRNA52	Gene1505	0.57533
sRNA9	Gene1554	0.4718
sRNA225	Gene269	0.58197
sRNA267	Gene2855	0.45671
sRNA240	Gene2567	0.50329
sRNA9	Gene2531	0.54024
sRNA204	Gene175	0.49963
sRNA320	Gene1482	0.51426
sRNA9	Gene1005	0.45111
sRNA87	Gene2002	0.57345
sRNA85	Gene421	0.49714
sRNA223	Gene914	0.56764
sRNA19	Gene601	0.57709
sRNA239	Gene893	0.52551
sRNA26	Gene1324	0.50529
sRNA78	Gene492	0.54365
sRNA10	Gene2116	0.60601
sRNA199	Gene562	0.55788
sRNA181	Gene2320	0.60774
sRNA245	Gene2139	0.52043
sRNA7	Gene2273	0.51497
sRNA267	Gene692	0.49282
sRNA297	Gene112	0.45916
sRNA220	Gene818	0.52095
sRNA11	Gene279	0.53599
sRNA267	Gene103	0.46142
sRNA187	Gene796	0.54626
sRNA170	Gene774	0.52253
sRNA6	Gene2388	0.51615
sRNA113	Gene529	0.50128
sRNA86	Gene599	0.57893
sRNA223	Gene2230	0.5717
sRNA45	Gene708	0.53645
sRNA98	Gene2192	0.50088
sRNA34	Gene2010	0.46326
sRNA9	Gene1063	0.54719
sRNA240	Gene1054	0.55473
sRNA189	Gene232	0.47867
sRNA19	Gene232	0.56494
sRNA153	Gene902	0.56206
sRNA221	Gene2591	0.53583
sRNA85	Gene2675	0.49807
sRNA62	Gene1776	0.50307
sRNA245	Gene2569	0.49724
sRNA265	Gene686	0.48486
sRNA173	Gene393	0.48124
sRNA52	Gene1793	0.55727
sRNA59	Gene1001	0.59935
sRNA24	Gene2712	0.46346
sRNA160	Gene442	0.51569
sRNA183	Gene283	0.49877
sRNA59	Gene1607	0.54091
sRNA169	Gene569	0.51814
sRNA38	Gene1216	0.58596
sRNA46	Gene2563	0.53693
sRNA20	Gene2433	0.55821
sRNA32	Gene2216	0.55081
sRNA9	Gene659	0.51316
sRNA285	Gene1248	0.44941
sRNA186	Gene1921	0.57393
sRNA224	Gene482	0.55893
sRNA229	Gene235	0.50387
sRNA67	Gene883	0.5543
sRNA152	Gene194	0.52446
sRNA226	Gene2226	0.5566
sRNA170	Gene2704	0.55605
sRNA97	Gene1401	0.52247
sRNA133	Gene449	0.55562
sRNA104	Gene960	0.53949
sRNA34	Gene1725	0.46651
sRNA153	Gene953	0.53574
sRNA92	Gene384	0.50757
sRNA58	Gene609	0.51795
sRNA255	Gene891	0.48117
sRNA31	Gene1902	0.51517
sRNA77	Gene912	0.57885
sRNA9	Gene272	0.54615
sRNA19	Gene588	0.55522
sRNA227	Gene1300	0.50152
sRNA32	Gene1524	0.52722
sRNA139	Gene121	0.52863
sRNA35	Gene2246	0.52498
sRNA123	Gene1091	0.49116
sRNA303	Gene2563	0.47078
sRNA2	Gene1669	0.55031
sRNA60	Gene2452	0.51193
sRNA96	Gene2470	0.49941
sRNA225	Gene1372	0.55961
sRNA265	Gene5	0.56088
sRNA209	Gene918	0.52802
sRNA170	Gene31	0.54371
sRNA186	Gene1973	0.53298
sRNA50	Gene55	0.47997
sRNA126	Gene1289	0.52632
sRNA127	Gene2549	0.53238
sRNA103	Gene2396	0.54184
sRNA172	Gene1092	0.53754
sRNA50	Gene2127	0.56621
sRNA9	Gene1810	0.47538
sRNA86	Gene1622	0.57046
sRNA259	Gene1617	0.45715
sRNA146	Gene496	0.49595
sRNA68	Gene1007	0.54567
sRNA173	Gene1997	0.54035
sRNA58	Gene294	0.49976
sRNA174	Gene252	0.51373
sRNA222	Gene198	0.49834
sRNA80	Gene253	0.55973
sRNA9	Gene458	0.52141
sRNA275	Gene1966	0.44918
sRNA3	Gene2044	0.50196
sRNA221	Gene94	0.50078
sRNA19	Gene949	0.57132
sRNA53	Gene2538	0.48356
sRNA242	Gene2860	0.48788
sRNA158	Gene1846	0.45626
sRNA113	Gene997	0.52099
sRNA139	Gene1389	0.52488
sRNA176	Gene782	0.555
sRNA84	Gene656	0.50301
sRNA138	Gene1907	0.45682
sRNA136	Gene885	0.5209
sRNA224	Gene475	0.53105
sRNA109	Gene692	0.54819
sRNA198	Gene2221	0.45853
sRNA76	Gene851	0.57228
sRNA157	Gene622	0.54221
sRNA31	Gene2682	0.48979
sRNA157	Gene1157	0.52642
sRNA303	Gene2508	0.48416
sRNA242	Gene1117	0.49744
sRNA90	Gene501	0.56473
sRNA179	Gene393	0.52374
sRNA174	Gene905	0.46946
sRNA214	Gene2177	0.52975
sRNA169	Gene771	0.52513
sRNA275	Gene846	0.44758
sRNA52	Gene597	0.57069
sRNA47	Gene2017	0.4693
sRNA45	Gene2177	0.55182
sRNA235	Gene1142	0.49293
sRNA38	Gene239	0.60864
sRNA101	Gene1815	0.52859
sRNA11	Gene1863	0.51387
sRNA108	Gene907	0.46666
sRNA16	Gene410	0.49541
sRNA79	Gene2581	0.51369
sRNA170	Gene823	0.51721
sRNA162	Gene238	0.55543
sRNA159	Gene2089	0.5233
sRNA176	Gene1251	0.50045
sRNA6	Gene1401	0.52238
sRNA13	Gene449	0.49861
sRNA10	Gene2513	0.56256
sRNA207	Gene2248	0.56043
sRNA47	Gene2195	0.50589
sRNA262	Gene2228	0.53929
sRNA173	Gene1998	0.54223
sRNA101	Gene1477	0.53485
sRNA275	Gene2222	0.46339
sRNA97	Gene662	0.5108
sRNA106	Gene1492	0.52499
sRNA95	Gene1062	0.54379
sRNA213	Gene686	0.52144
sRNA163	Gene298	0.53894
sRNA43	Gene81	0.46761
sRNA143	Gene119	0.54683
sRNA160	Gene1695	0.52883
sRNA245	Gene2299	0.51555
sRNA9	Gene743	0.51567
sRNA113	Gene700	0.5162
sRNA69	Gene1472	0.45899
sRNA196	Gene782	0.465
sRNA266	Gene355	0.50207
sRNA69	Gene2704	0.47756
sRNA9	Gene348	0.49458
sRNA29	Gene1034	0.56546
sRNA48	Gene447	0.59387
sRNA9	Gene356	0.55847
sRNA126	Gene2596	0.50529
sRNA267	Gene2489	0.46087
sRNA9	Gene443	0.50194
sRNA269	Gene2840	0.45419
sRNA87	Gene750	0.56959
sRNA95	Gene1194	0.52934
sRNA35	Gene905	0.54899
sRNA154	Gene1548	0.5642
sRNA112	Gene2570	0.54939
sRNA140	Gene2522	0.51954
sRNA98	Gene1369	0.50292
sRNA83	Gene2043	0.53577
sRNA220	Gene784	0.5955
sRNA278	Gene2680	0.52742
sRNA247	Gene1584	0.45648
sRNA81	Gene2423	0.51519
sRNA56	Gene1796	0.49831
sRNA82	Gene2158	0.5444
sRNA289	Gene518	0.46489
sRNA143	Gene269	0.51717
sRNA9	Gene1697	0.51794
sRNA8	Gene554	0.54527
sRNA216	Gene9	0.52755
sRNA50	Gene1386	0.4709
sRNA31	Gene1790	0.48319
sRNA245	Gene1582	0.53257
sRNA77	Gene1030	0.56639
sRNA123	Gene142	0.49041
sRNA90	Gene269	0.5524
sRNA158	Gene581	0.55359
sRNA127	Gene1473	0.55147
sRNA157	Gene460	0.53176
sRNA213	Gene1949	0.50339
sRNA58	Gene1428	0.51954
sRNA269	Gene2196	0.49488
sRNA25	Gene1848	0.50596
sRNA185	Gene2522	0.48412
sRNA113	Gene256	0.47455
sRNA60	Gene2371	0.53829
sRNA113	Gene27	0.50326
sRNA196	Gene279	0.50036
sRNA9	Gene55	0.5372
sRNA177	Gene2482	0.53133
sRNA245	Gene2144	0.53395
sRNA10	Gene377	0.58429
sRNA127	Gene3	0.54411
sRNA9	Gene1122	0.47584
sRNA60	Gene2674	0.57224
sRNA227	Gene100	0.55397
sRNA6	Gene2441	0.48018
sRNA285	Gene301	0.4944
sRNA230	Gene588	0.5275
sRNA45	Gene1269	0.50179
sRNA221	Gene504	0.4624
sRNA29	Gene323	0.5548
sRNA81	Gene2272	0.50495
sRNA234	Gene482	0.58546
sRNA178	Gene2317	0.54191
sRNA221	Gene1631	0.55366
sRNA97	Gene2742	0.54671
sRNA187	Gene167	0.57547
sRNA259	Gene168	0.46264
sRNA185	Gene373	0.45359
sRNA125	Gene248	0.58528
sRNA74	Gene2458	0.53349
sRNA32	Gene530	0.54521
sRNA40	Gene1536	0.53037
sRNA100	Gene572	0.53726
sRNA3	Gene133	0.60413
sRNA125	Gene1334	0.55331
sRNA29	Gene1552	0.54483
sRNA162	Gene2239	0.50843
sRNA187	Gene277	0.49111
sRNA9	Gene2580	0.57951
sRNA82	Gene31	0.48823
sRNA79	Gene2499	0.52323
sRNA231	Gene528	0.50151
sRNA267	Gene550	0.46247
sRNA9	Gene2553	0.5527
sRNA130	Gene1338	0.58303
sRNA19	Gene625	0.56894
sRNA154	Gene1504	0.56283
sRNA107	Gene416	0.55878
sRNA82	Gene602	0.53151
sRNA9	Gene1184	0.50585
sRNA257	Gene1435	0.54321
sRNA19	Gene745	0.58125
sRNA172	Gene1413	0.55165
sRNA183	Gene2549	0.4966
sRNA14	Gene705	0.52086
sRNA11	Gene528	0.52582
sRNA139	Gene1503	0.53272
sRNA36	Gene2109	0.54768
sRNA226	Gene160	0.49608
sRNA221	Gene2555	0.52016
sRNA16	Gene1807	0.50621
sRNA71	Gene1571	0.57593
sRNA40	Gene375	0.56631
sRNA224	Gene632	0.59862
sRNA127	Gene609	0.51841
sRNA223	Gene2765	0.5811
sRNA277	Gene185	0.45531
sRNA11	Gene966	0.54776
sRNA31	Gene954	0.47979
sRNA317	Gene2108	0.46129
sRNA31	Gene2539	0.49802
sRNA96	Gene2126	0.50275
sRNA127	Gene742	0.58846
sRNA71	Gene417	0.56226
sRNA166	Gene46	0.49593
sRNA50	Gene186	0.51683
sRNA11	Gene2218	0.52546
sRNA267	Gene1740	0.4778
sRNA50	Gene2667	0.46493
sRNA26	Gene1873	0.47211
sRNA129	Gene410	0.55166
sRNA5	Gene2030	0.49005
sRNA2	Gene2168	0.54686
sRNA46	Gene203	0.55144
sRNA180	Gene1163	0.52788
sRNA226	Gene778	0.49227
sRNA162	Gene560	0.5565
sRNA199	Gene2644	0.49272
sRNA214	Gene83	0.57136
sRNA6	Gene2143	0.55537
sRNA128	Gene2796	0.53043
sRNA9	Gene1580	0.546
sRNA90	Gene1849	0.52881
sRNA70	Gene2339	0.50743
sRNA285	Gene1806	0.47388
sRNA172	Gene2805	0.53909
sRNA108	Gene165	0.54681
sRNA17	Gene1259	0.52552
sRNA26	Gene2685	0.50805
sRNA150	Gene1230	0.55056
sRNA38	Gene902	0.58425
sRNA32	Gene2769	0.47297
sRNA224	Gene903	0.60003
sRNA50	Gene1319	0.49873
sRNA123	Gene2579	0.54237
sRNA9	Gene2080	0.50122
sRNA242	Gene5	0.50538
sRNA112	Gene542	0.56131
sRNA2	Gene2089	0.54284
sRNA169	Gene2440	0.56546
sRNA9	Gene1988	0.54206
sRNA178	Gene2432	0.54391
sRNA9	Gene1000	0.57438
sRNA9	Gene1759	0.44943
sRNA84	Gene2112	0.57824
sRNA45	Gene2099	0.48652
sRNA6	Gene989	0.56125
sRNA125	Gene2496	0.58206
sRNA208	Gene1189	0.49192
sRNA9	Gene1774	0.48029
sRNA226	Gene145	0.51103
sRNA174	Gene723	0.48724
sRNA154	Gene2113	0.54577
sRNA77	Gene2457	0.54827
sRNA50	Gene131	0.57047
sRNA289	Gene293	0.5063
sRNA9	Gene639	0.53877
sRNA7	Gene1119	0.56544
sRNA240	Gene1578	0.57653
sRNA188	Gene622	0.53234
sRNA11	Gene1912	0.46634
sRNA76	Gene2406	0.54616
sRNA207	Gene2179	0.54851
sRNA52	Gene1852	0.55952
sRNA221	Gene2380	0.53932
sRNA267	Gene1907	0.47976
sRNA127	Gene2160	0.5808
sRNA85	Gene2389	0.49908
sRNA97	Gene1554	0.49323
sRNA242	Gene1038	0.48787
sRNA98	Gene1669	0.53925
sRNA221	Gene2531	0.56228
sRNA208	Gene1110	0.52511
sRNA113	Gene512	0.52959
sRNA1	Gene1579	0.5296
sRNA65	Gene1533	0.51268
sRNA209	Gene861	0.52478
sRNA16	Gene2038	0.50177
sRNA6	Gene2367	0.45932
sRNA101	Gene1381	0.52632
sRNA131	Gene639	0.54686
sRNA9	Gene1413	0.54245
sRNA141	Gene2190	0.57732
sRNA97	Gene2156	0.51866
sRNA166	Gene2587	0.45241
sRNA191	Gene27	0.45046
sRNA158	Gene1824	0.5414
sRNA180	Gene455	0.54811
sRNA181	Gene703	0.54658
sRNA226	Gene1023	0.52519
sRNA285	Gene1637	0.4472
sRNA193	Gene1287	0.49777
sRNA176	Gene1113	0.55967
sRNA19	Gene2683	0.5481
sRNA197	Gene509	0.56234
sRNA139	Gene892	0.49338
sRNA51	Gene529	0.58685
sRNA224	Gene107	0.57795
sRNA73	Gene834	0.49885
sRNA9	Gene851	0.56511
sRNA172	Gene800	0.50589
sRNA2	Gene1620	0.56299
sRNA190	Gene449	0.59145
sRNA185	Gene1599	0.49672
sRNA63	Gene890	0.53021
sRNA9	Gene751	0.51051
sRNA26	Gene2021	0.50926
sRNA221	Gene1553	0.51828
sRNA3	Gene956	0.47632
sRNA9	Gene189	0.46822
sRNA134	Gene736	0.56629
sRNA24	Gene1609	0.48333
sRNA190	Gene2350	0.5417
sRNA24	Gene2692	0.44782
sRNA212	Gene467	0.50776
sRNA34	Gene1990	0.47725
sRNA25	Gene1410	0.52092
sRNA26	Gene2482	0.5676
sRNA26	Gene958	0.50435
sRNA11	Gene1009	0.54341
sRNA40	Gene2680	0.51599
sRNA157	Gene562	0.51725
sRNA50	Gene1593	0.556
sRNA224	Gene2423	0.58425
sRNA97	Gene118	0.53826
sRNA140	Gene6	0.5899
sRNA130	Gene702	0.56003
sRNA228	Gene995	0.47935
sRNA226	Gene394	0.50085
sRNA153	Gene1408	0.49533
sRNA65	Gene1387	0.52488
sRNA231	Gene465	0.53719
sRNA157	Gene1858	0.53149
sRNA86	Gene1333	0.58291
sRNA212	Gene1503	0.52165
sRNA179	Gene2219	0.50809
sRNA9	Gene2771	0.55485
sRNA56	Gene2108	0.49976
sRNA50	Gene2727	0.47027
sRNA139	Gene683	0.45913
sRNA126	Gene1161	0.51881
sRNA240	Gene2317	0.57138
sRNA197	Gene2848	0.4983
sRNA6	Gene1669	0.5003
sRNA53	Gene1057	0.53623
sRNA118	Gene2077	0.50308
sRNA213	Gene502	0.50208
sRNA186	Gene1387	0.54389
sRNA68	Gene614	0.52481
sRNA209	Gene545	0.53399
sRNA227	Gene2629	0.53554
sRNA26	Gene1457	0.50184
sRNA9	Gene2815	0.54564
sRNA11	Gene391	0.50674
sRNA63	Gene1016	0.56879
sRNA16	Gene2732	0.53331
sRNA35	Gene1770	0.5779
sRNA220	Gene1428	0.56948
sRNA240	Gene573	0.57072
sRNA177	Gene1231	0.5484
sRNA242	Gene509	0.47209
sRNA207	Gene1975	0.55484
sRNA5	Gene985	0.47966
sRNA160	Gene2822	0.55942
sRNA157	Gene1201	0.54488
sRNA31	Gene2064	0.46608
sRNA10	Gene920	0.56248
sRNA181	Gene96	0.56929
sRNA50	Gene906	0.51815
sRNA87	Gene643	0.56481
sRNA9	Gene2184	0.4932
sRNA226	Gene919	0.50311
sRNA70	Gene551	0.60139
sRNA43	Gene2594	0.45722
sRNA117	Gene1193	0.54671
sRNA267	Gene866	0.45125
sRNA9	Gene1103	0.60036
sRNA3	Gene1500	0.4883
sRNA50	Gene1891	0.47692
sRNA86	Gene318	0.5663
sRNA56	Gene2059	0.47355
sRNA205	Gene494	0.47991
sRNA157	Gene697	0.56155
sRNA226	Gene610	0.52618
sRNA76	Gene1467	0.55798
sRNA98	Gene1184	0.53544
